Entry,Entry name,Status,Protein names,Gene names,Organism,Virus hosts,Pathway
U3RJK5,U3RJK5_9ALPC,unreviewed,Putative ORF3 protein,ORF3,Porcine epidemic diarrhea virus,,
U6C629,U6C629_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
G8G2T7,G8G2T7_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A075ED69,A0A075ED69_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A097J9L4,A0A097J9L4_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A097KXS7,A0A097KXS7_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A190LC65,A0A190LC65_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A1P7ZRL3,A0A1P7ZRL3_9ALPC,unreviewed,Accessory protein,,Porcine epidemic diarrhea virus,,
A0A0A7DYI6,A0A0A7DYI6_9ALPC,unreviewed,S1 protein (Fragment),S1,Porcine epidemic diarrhea virus,,
A0A0U1YFC5,A0A0U1YFC5_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
I3WD88,I3WD88_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A223LX04,A0A223LX04_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U2C6J5,A0A0U2C6J5_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A160DA53,A0A160DA53_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0C5KNS5,A0A0C5KNS5_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A384WLT8,A0A384WLT8_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
I3WD87,I3WD87_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A384X4C7,A0A384X4C7_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A2U7P1N5,A0A2U7P1N5_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
G8G2T1,G8G2T1_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0K0WTL0,A0A0K0WTL0_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPB8,A0A411NPB8_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
U6C686,U6C686_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1S6L952,A0A1S6L952_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A0U1YGI6,A0A0U1YGI6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U1YFV0,A0A0U1YFV0_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A060BIY0,A0A060BIY0_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A0M4I2E1,A0A0M4I2E1_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A185QE57,A0A185QE57_9ALPC,unreviewed,Uncharacterized protein,,Porcine epidemic diarrhea virus,,
I2BK15,I2BK15_9ALPC,unreviewed,S1 protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0A1ECU4,A0A0A1ECU4_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0B4UGS0,A0A0B4UGS0_9ALPC,unreviewed,S protein (Fragment),S,Porcine epidemic diarrhea virus,,
G3EJQ3,G3EJQ3_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
Q0QBB8,Q0QBB8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPI6,A0A411NPI6_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A2R4H2H4,A0A2R4H2H4_9ALPC,unreviewed,Polyprotein ORF1b (Fragment),,Porcine epidemic diarrhea virus,,
A0A0B4UG81,A0A0B4UG81_9ALPC,unreviewed,S protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A411NPL3,A0A411NPL3_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1X9Q885,A0A1X9Q885_9ALPC,unreviewed,ORF3 protein,ORF3,Porcine epidemic diarrhea virus,,
I3QK01,I3QK01_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
R9RZM7,R9RZM7_9ALPC,unreviewed,Replicase 1b (Fragment),,Transmissible gastroenteritis virus,,
A6N263,A6N263_9NIDO,unreviewed,Spike protein,S,Chinese ferret badger coronavirus Guangxi/F250/2006,,
V9PIT1,V9PIT1_9ALPC,unreviewed,Polyprotein 1ab,1b ORF1a,Feline infectious peritonitis virus,,
J7F9W6,J7F9W6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Feline coronavirus,,
C3S0R9,C3S0R9_9ALPC,unreviewed,Spike protein (Fragment),,Feline coronavirus,,
C3S047,C3S047_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
C3RZL1,C3RZL1_9ALPC,unreviewed,Non-structural protein 7b (Fragment),,Feline coronavirus,,
C3S134,C3S134_9ALPC,unreviewed,Non-structural protein 3c (Fragment),,Feline coronavirus,,
C5IJ52,C5IJ52_9ALPC,unreviewed,Accessory protein 7b,7b,Feline coronavirus,,
I2A626,I2A626_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
A0A3S8IML9,A0A3S8IML9_9ALPC,unreviewed,Spike protein (Fragment),,Feline infectious peritonitis virus,,
C3S0B5,C3S0B5_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
E9NWW3,E9NWW3_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
Q5DIC5,Q5DIC5_CVHSA,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,SARS coronavirus WH20,,
C3RZC7,C3RZC7_9ALPC,unreviewed,Non-structural protein 7b (Fragment),,Feline coronavirus,,
C3RZY3,C3RZY3_9ALPC,unreviewed,Non-structural protein 7b (Fragment),,Feline coronavirus,,
A0A3S8IMK5,A0A3S8IMK5_9ALPC,unreviewed,Spike protein (Fragment),,Feline infectious peritonitis virus,,
A0A1Z2WUB3,A0A1Z2WUB3_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Feline coronavirus,,
Q6QNK8,Q6QNK8_9ALPC,unreviewed,N-7a (Fragment),,Feline infectious peritonitis virus,,
Q8JVR1,Q8JVR1_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Feline infectious peritonitis virus,,
A0A2H5ACI2,A0A2H5ACI2_9ALPC,unreviewed,Nucleoprotein,N,Feline coronavirus,,
A0A3G8EX89,A0A3G8EX89_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,,
C6KN60,C6KN60_9INFA,unreviewed,Neuraminidase (EC 3.2.1.18) (Fragment),NA,Influenza A virus (A/Mexico City/70/2009(H1N1)),,
Q6R7Y2,Q6R7Y2_CVHSA,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,SARS coronavirus NS-1,,
H9AA44,H9AA44_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Rabbit coronavirus HKU14,,
D3KDL9,D3KDL9_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Feline coronavirus UU23,,
I1TMH9,I1TMH9_9BETC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Rat coronavirus,,
D2E2T2,D2E2T2_CVHSA,unreviewed,Orf1ab polyprotein,,SARS coronavirus ExoN1,,
A4ZU45,A4ZU45_9BETC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E A5Y_009,Sable antelope coronavirus US/OH1/2003,,
A0A5C2D377,A0A5C2D377_CVH22,unreviewed,Replicase polyprotein 1a,,Human coronavirus 229E (HCoV-229E),Homo sapiens (Human) [TaxID: 9606],
E1AB00,E1AB00_9GAMC,unreviewed,S1 spike glycoprotein (Fragment),,Pigeon coronavirus,,
A0A0U1WJW2,A0A0U1WJW2_9ALPC,unreviewed,Spike glycoprotein,,BtRf-AlphaCoV/HuB2013,,
K7X1B6,K7X1B6_9ALPC,unreviewed,Nucleoprotein,,Transmissible gastroenteritis virus,,
R9QTA2,R9QTA2_CVHSA,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Bat coronavirus Cp/Yunnan2011,,
A4ZTY1,A4ZTY1_9BETC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N A5U_011,Bovine coronavirus E-AH65,,
A0A384WLP8,A0A384WLP8_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A493QYX9,A0A493QYX9_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A0K2GUP8,A0A0K2GUP8_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
U6BPB2,U6BPB2_9ALPC,unreviewed,Polyprotein 1a,ORF1a,Porcine epidemic diarrhea virus,,
A0A384WLP5,A0A384WLP5_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
G8G2V2,G8G2V2_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A223DMY3,A0A223DMY3_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPN6,A0A411NPN6_9ALPC,unreviewed,Nucleoprotein (Fragment),N,Porcine epidemic diarrhea virus,,
A0A075EBJ0,A0A075EBJ0_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A0U2C723,A0A0U2C723_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U1YF48,A0A0U1YF48_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A0E3TJS0,A0A0E3TJS0_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
A0A1I9S1B2,A0A1I9S1B2_9ALPC,unreviewed,Spike protein (Fragment),S1,Porcine epidemic diarrhea virus,,
A0A411NPU4,A0A411NPU4_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0U1WHI1,A0A0U1WHI1_CVHSA,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,BtRf-BetaCoV/HeB2013,,
A0A0U2MF03,A0A0U2MF03_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2K8IPI9,A0A2K8IPI9_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A142II52,A0A142II52_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1B0RLA2,A0A1B0RLA2_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
R4TWZ7,R4TWZ7_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1P7ZRG1,A0A1P7ZRG1_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A097J9K7,A0A097J9K7_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
W6E935,W6E935_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U2C405,A0A0U2C405_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A1I9S1B9,A0A1I9S1B9_9ALPC,unreviewed,Spike protein (Fragment),S1,Porcine epidemic diarrhea virus,,
A0A1S6QC91,A0A1S6QC91_9ALPC,unreviewed,S1 (Fragment),S,Porcine epidemic diarrhea virus,,
A0A5B9RHC1,A0A5B9RHC1_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A286L9N8,A0A286L9N8_9ALPC,unreviewed,Polyprotein,ORF1,Porcine epidemic diarrhea virus,,
A0A4D6SZB5,A0A4D6SZB5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2N8Z212,A0A2N8Z212_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A384WYN0,A0A384WYN0_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A2Z2CLA1,A0A2Z2CLA1_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A0U1YG53,A0A0U1YG53_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A097J9P4,A0A097J9P4_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A097J9P0,A0A097J9P0_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
L7Y4P9,L7Y4P9_9ALPC,unreviewed,Phosphorylated ORF3 protein,,Porcine epidemic diarrhea virus,,
A0A1B0RLA5,A0A1B0RLA5_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
A0A1S6R520,A0A1S6R520_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1B2G2L8,A0A1B2G2L8_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A0M3L9Z8,A0A0M3L9Z8_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A2R4H2M4,A0A2R4H2M4_9ALPC,unreviewed,Polyprotein ORF1b (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPH3,A0A411NPH3_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A4D6SZ93,A0A4D6SZ93_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPW5,A0A411NPW5_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A493QZ04,A0A493QZ04_9ALPC,unreviewed,Spike glycoprotein,S,Porcine epidemic diarrhea virus,,
A0A0U1YFE5,A0A0U1YFE5_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A3S8TLN9,A0A3S8TLN9_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A5B9RHF5,A0A5B9RHF5_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
W8Q548,W8Q548_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0F7R912,A0A0F7R912_9ALPC,unreviewed,Polyprotein,Pol1,Porcine epidemic diarrhea virus,,
A0A1B0RLE6,A0A1B0RLE6_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
A0A2R4H2L0,A0A2R4H2L0_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A182BEF6,A0A182BEF6_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
C0JIK3,C0JIK3_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A4D6P0I0,A0A4D6P0I0_9ALPC,unreviewed,Spike protein (Fragment),S1,Porcine epidemic diarrhea virus,,
A0A068BBE1,A0A068BBE1_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0H4J580,A0A0H4J580_9ALPC,unreviewed,S protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1I9S189,A0A1I9S189_9ALPC,unreviewed,ORF3,ORF3,Porcine epidemic diarrhea virus,,
A0A493QYY4,A0A493QYY4_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A411NPH0,A0A411NPH0_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A068BBE6,A0A068BBE6_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
A0A075EBM7,A0A075EBM7_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
A0A2D2AKT7,A0A2D2AKT7_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A191TE69,A0A191TE69_9ALPC,unreviewed,Spike glycoprotein (Fragment),S1,Porcine epidemic diarrhea virus,,
A0A411NPL7,A0A411NPL7_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPM9,A0A411NPM9_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A097J9P1,A0A097J9P1_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0F7R811,A0A0F7R811_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),M E,Porcine epidemic diarrhea virus,,
A0A059VFL1,A0A059VFL1_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A2N8YG69,A0A2N8YG69_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
G8G2V0,G8G2V0_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1C7A133,A0A1C7A133_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
A0A185QER0,A0A185QER0_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A0U2URV9,A0A0U2URV9_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
M9PMH0,M9PMH0_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1B0RLA7,A0A1B0RLA7_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
F5HND4,F5HND4_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A076MKR5,A0A076MKR5_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A075QZX4,A0A075QZX4_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1B0RLH4,A0A1B0RLH4_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
A0A0B5IY86,A0A0B5IY86_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A0S3MNI3,A0A0S3MNI3_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
U5LTY6,U5LTY6_9ALPC,unreviewed,S protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A3G1YZW1,A0A3G1YZW1_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
V5QDG8,V5QDG8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
X5CT82,X5CT82_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A4D6T0G6,A0A4D6T0G6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
I3WBA1,I3WBA1_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1C7A0Z2,A0A1C7A0Z2_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
Q1EFN4,Q1EFN4_CVHSA,unreviewed,Orf1ab polyprotein,,SARS coronavirus BJ202,,
A0A0U3SLI8,A0A0U3SLI8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
F5HNC9,F5HNC9_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2R4H2N9,A0A2R4H2N9_9ALPC,unreviewed,Polyprotein ORF1b (Fragment),,Porcine epidemic diarrhea virus,,
A0A3Q8TMH6,A0A3Q8TMH6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
B7UCL9,B7UCL9_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A1L5JK33,A0A1L5JK33_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A346RP87,A0A346RP87_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Porcine epidemic diarrhea virus,,
A0A384WLJ6,A0A384WLJ6_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A1X9PY47,A0A1X9PY47_9ALPC,unreviewed,Nucleoprotein,,Porcine epidemic diarrhea virus,,
A0A0U1VEK5,A0A0U1VEK5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A493QYZ1,A0A493QYZ1_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A182BEF9,A0A182BEF9_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0C5ADE2,A0A0C5ADE2_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A060BE88,A0A060BE88_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A3Q8TM84,A0A3Q8TM84_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A0A0R5Q1,A0A0A0R5Q1_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0U2TZX3,A0A0U2TZX3_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A2IB74,A2IB74_9ALPC,unreviewed,Pol1,POL1,Porcine epidemic diarrhea virus,,
A0A411NPQ9,A0A411NPQ9_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A2H5ACK9,A0A2H5ACK9_9ALPC,unreviewed,S1 (Fragment),S,Porcine epidemic diarrhea virus,,
A0A411NPE8,A0A411NPE8_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
C8YR35,C8YR35_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Transmissible gastroenteritis virus,,
A0A411NPK3,A0A411NPK3_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A191TE74,A0A191TE74_9ALPC,unreviewed,Spike glycoprotein (Fragment),S1,Porcine epidemic diarrhea virus,,
S5TI71,S5TI71_9ALPC,unreviewed,S protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1S6QCK5,A0A1S6QCK5_9ALPC,unreviewed,S1 (Fragment),S,Porcine epidemic diarrhea virus,,
A0A1Y0AXT2,A0A1Y0AXT2_9ALPC,unreviewed,Nonstructural protein 3b,,Transmissible gastroenteritis virus,,
A0A2S0S5B6,A0A2S0S5B6_9ALPC,unreviewed,Nucleoprotein,,Porcine epidemic diarrhea virus,,
A0A0H4IVV8,A0A0H4IVV8_9ALPC,unreviewed,S protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A2P1BT13,A0A2P1BT13_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPK7,A0A411NPK7_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A165XW17,A0A165XW17_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A4D6GKR2,A0A4D6GKR2_9ALPC,unreviewed,Polyprotein,ORF1a,Porcine epidemic diarrhea virus,,
A0A2N8YGD1,A0A2N8YGD1_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A3G5BRX4,A0A3G5BRX4_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
